PROVINCIA,aab,SUPERFICIE,DESEMPLEO,PRECIPIT,VE TO,VE MO,POP,MOTOR,CONDUCTORES_MASC,CONDUCTORES_FEM,CONDUCTORES_TOT,ING_CIVIL_ÍNDICE,PIB_CAP,IPC,MUERTOS,HG,HL,ACC,COD_PENAL,DPS_MOD,VELOCIDAD_MOD,ITV_MOD,INFRACCIONES,VEL_MOTORWA,VEL_RURAL,PTW_VKM,LIGEROS_VKM,PESADOS_VKM,EDAD_MEDIANA,GAS_PRECIO_CORR,GAS_PRECIO_CTE,RCE_MOTORWA,RCE_RURAL,RCE_TOTAL,RCE_PROP_MOTORWA,INV_CONS,INV_MAINT,INV_CONS_KM,INV_MAINT_KM,MAINT_T2_200,STOCK_T10_150,STOCK_T10_175,STOCK_T10_200,STOCK_T10_225,STOCK_T10_250,STOCK_T5_200,STO9_200,STO8_200,STO9_100,STO9_300,CAP10_200,CAP9_200,CAP8_200,CAP9_100,CAP9_300
9,2016,15636,12.54,628,173972,13262,219702,791.854421,86066,55617,141683,98.65718947,26967,99.66,2,6,16,17,0,0,0,0,117915,19.7,10.38,1,0,0,45.32,120.97,121.3827012,206.238,685.066,891.304,23.13890659,62230.02359,20008.33159,69.81907811,22.44838079,67774.14808,989431.8549,976643.4231,964036.4312,951608.3699,939356.7621,486995.4901,918452.1703,854794.2637,965108.0183,874232.4729,1266168.532,1194369.325,1103425.009,1254683.984,1137211.36
9,2017,15636,9.0475,453,177124,13655,219345,807.5132782,86083,56229,142312,102.0179326,27214,101.69,4,6,11,21,0,0,0,0,112820,19.84,8.18,1,0,0,45.71,127.73,125.6072377,206.238,685.066,891.304,23.13890659,49729.31384,20734.62867,55.79388608,23.263251,65489.31888,977075.0344,963339.2218,949812.4408,936491.6194,923373.7271,441890.1318,887427.6922,806618.6031,936135.3083,841431.3616,1240945.881,1151820.451,1047267.593,1213952.055,1093121.525
9,2018,15636,9.51,652.8,180485,14074,220461,818.670876,86018,56801,142819,104.9998703,28015,103.46,1,4,14,15,0,0,0,1,89912,19.78,8.07,1,0,0,46.03,134.48,129.982602,211,679,890,23.70786517,98872.08887,21643.31465,111.0922347,24.31833106,61179.2524,996633.8999,982478.1894,968551.2272,954849.458,941369.3769,449082.5365,889358.3199,724138.5994,937990.8862,843587.3679,1249299.446,1146837.644,949116.9254,1208917.461,1088369.511
10,2006,14810,3.7575,341.3,110012,4763,144046,763.7282535,59210,28472,87682,84.31248223,23398,86.29,3,5,9,12,0,0,0,0,0,19.68,12,1,0,0,43.73,102.06,118.2755823,119,545,664,17.92168675,74268.95561,19808.45488,111.8508368,29.83201036,46127.94588,714486.266,708642.6718,702866.2493,697156.1304,691511.458,533885.8831,676027.378,674607.316,696671.7267,656192.4738,854619.0151,817702.3067,808264.9804,844607.7137,791922.1085
10,2007,14810,4.475,423.4,128150,5318,146324,875.7961783,59957,29352,89309,89.65744102,24702,88.75,1,4,10,11,0,0,0,0,23264,20.6,12.45,4.6,698.1,208.6,43.6,103.69,116.8338028,119,545,664,17.92168675,19249.17419,19546.62079,28.98972016,29.43768191,52678.31969,695201.6754,688440.9498,681756.0046,675145.9242,668609.8037,489598.6093,680364.3438,649920.8233,707413.8154,654499.8728,840144.0555,830895.4758,787417.4861,864720.5841,798613.2168
10,2008,14810,6.345,453.7,138650,5715,146751,944.7976504,61389,30410,91799,94.10446017,25559,92.41,1,2,4,6,1,0,0,0,18869,18.92,9.54,3.4,708.7,197.6,43.48,110.94,120.0519424,143,538,681,20.99853157,164074.2205,17516.70428,240.9313077,25.72203271,55696.43271,847405.5191,839064.8636,830831.2775,822703.3202,814679.5699,605435.3274,800996.6274,761187.0608,831391.2313,772012.7442,995868.491,953260.0612,903966.0095,990502.8996,917790.807
10,2009,14810,10.25,322,125083,5975,145277,860.9965789,61180,30929,92109,94.4134719,24013,92.19,2,0,2,4,1,0,0,0,21222,15.71,12.23,4.3,680.3,180.5,43.62,99.05,107.4411541,143,540,683,20.93704246,21084.74595,25336.42659,30.8707847,37.09579295,61275.37138,824857.8123,815397.019,806061.4408,796849.3519,787759.0497,552670.7469,767048.0656,702853.511,800979.87,734726.7766,980616.0325,932307.8618,846300.3547,973548.8466,893079.1901
10,2010,14810,12.12,520.1,117013,6274,144607,809.179362,60711,31235,91946,95.59459269,24074,94.08,0,2,4,5,0,1,0,0,44069,17.08,12.3,5.2,734.1,180.7,44,114.82,122.045068,143,539,682,20.96774194,37465.50825,11791.46193,54.93476283,17.28953362,53444.20277,809516.0254,799273.314,789172.6125,779211.9295,769389.3008,490930.7479,726261.9491,676511.7349,760802.5238,693372.3821,962918.6748,878631.3178,812935.2528,919776.3475,839472.8028
10,2011,14810,14.4975,378.1,107768,6501,143728,749.8051876,60731,31786,92517,99.38407475,23784,96.94,1,1,5,6,0,1,1,0,60471,13.36,12.31,5.5,718.6,185.8,44.33,129.94,134.0416753,143,549,692,20.66473988,14252.78651,10489.60814,20.5965123,15.15839327,46378.34493,746423.9025,736134.0875,725989.4966,715988.1418,706128.0609,310532.1973,677234.2868,641049.6613,713482.2804,642821.4704,885801.0861,821418.9424,772252.1434,864059.2058,780924.8743
10,2012,14810,16.24,316.2,107591,6639,142183,756.7079046,60627,32095,92722,100.806487,23420,99.31,0,0,5,5,0,1,0,0,72424,15.4,15.24,3.851896,664.832249,181.216139,44.71,138.99,139.9556943,142.83,551.134,693.964,20.58175928,9532.124651,9686.876597,13.73576245,13.95875953,31291.21261,694228.5621,683645.7585,673221.7257,662954.2245,652841.0448,248063.0895,637760.7927,579651.0152,676629.4299,601064.7681,824209.5648,776026.1018,709476.2066,821305.4519,733229.6153
10,2013,14810,19.7425,289.9,106546,6707,140365,759.0638692,60287,32348,92635,101.3001168,23762,100.83,0,2,2,3,0,1,0,0,69429,16.64,11.14,3.641039,653.989469,175.684633,45.12,139.03,137.8855499,142.83,530.89,673.72,21.20020186,9968.399168,10795.64402,14.79605647,16.02393282,30363.00275,657030.9439,645910.9328,634973.976,624217.2712,613638.0549,236018.4926,578026.3941,495058.35,616798.7525,541604.922,781269.623,716050.7256,622387.297,761668.5018,673135.4445
10,2014,14810,20.0325,290,107079,6937,138932,770.7295655,58265,32585,90850,101.784194,24070,100.63,0,3,3,4,0,0,0,0,63047,16.72,11.78,5.208348,671.760328,183.616846,45.6,134.65,133.8070158,142,531,673,21.09955423,1239.878168,9482.808305,1.842315258,14.09035409,29365.81573,589393.4741,578452.552,567705.7443,557149.8658,546781.778,87194.10277,486397.0612,312433.9817,521873.6257,453213.9818,712452.3976,620662.2375,434788.9852,663175.9986,580821.6599
10,2015,14810,17.025,398,107820,7239,136977,787.1394468,57890,33088,90978,100.0004344,23760,100,3,5,7,12,0,0,0,0,56778,16.34,13.82,5.283009,689.792,194.467694,46.14,119.49,119.49,142.83,530.894,673.724,21.200076,11649,11902,17.29046316,17.66598785,31563.28865,507931.2398,498031.3943,488318.1199,478788.17,469438.349,78421.45917,317834.3021,255912.7265,339602.8243,297401.5953,631799.9927,449644.2055,371207.375,478474.9822,422548.8632
10,2016,14810,13.445,303.8,110050,7602,135562,811.8056683,57374,33611,90985,98.65718947,24021,99.66,1,8,8,8,0,0,0,0,49175,19.7,10.38,1,0,0,46.58,114.91,115.3020269,141.46,544.78,686.24,20.61377944,27000.56645,8848.822926,39.34566106,12.89464754,29620.07202,350619.1881,344493.7051,338478.1825,332570.8216,326769.85,70665.0614,277795.0384,261746.0825,296039.8503,260712.3941,476500.7108,399632.6169,367286.7097,424457.698,376346.8344
10,2017,14810,12.155,260,112163,7917,134572,833.4794757,56958,33921,90879,102.0179326,24014,101.69,0,7,9,10,0,0,0,0,61027,19.84,8.18,1,0,0,46.98,121.12,119.1070902,141.46,544.78,686.24,20.61377944,15560.0095,8169.152022,22.6742969,11.90422013,28271.67929,298026.3969,292865.3579,287799.1472,282826.1695,277944.8529,72186.04734,272071.1704,135274.6562,291230.8532,254256.2264,415369.1261,383670.137,232269.1098,408856.061,360176.6357
10,2018,14810,9.16,586.6,114803,8254,134137,855.8637811,56734,34446,91180,104.9998703,25262,103.46,0,4,11,11,0,0,0,1,53113,19.78,8.07,1,0,0,47.27,126.94,122.6947613,141,545,686,20.55393586,8266.676881,8348.581744,12.05054939,12.16994423,24852.76026,285521.8133,280155.3951,274896.4239,269742.8848,264692.797,70565.04328,140835.84,123256.4802,148199.4376,133902.9276,392611.9929,244238.9862,205535.4375,257155.1816,232077.0661
11,2006,17274,5.78,311.6,510261,30594,932502,547.1956092,317186,168520,485706,84.31248223,24553,86.29,3,22,37,55,0,0,0,0,0,19.68,12,1,0,0,40.89,101.96,118.1596941,448,505,953,47.00944386,140685.3428,27468.34766,147.6236545,28.82303007,89192.55314,1029354.326,1019708.496,1010185.961,1000784.997,991503.9033,744441.8834,966724.8674,917071.5877,1000917.708,934070.1559,1290933.308,1226746.696,1159634.042,1271739.633,1183813.342
11,2007,17274,5.6975,420,536193,35620,955323,561.2688065,322087,174928,497015,89.65744102,26082,88.75,4,27,75,90,0,0,0,0,69463,20.6,12.45,22.6,3014.5,1205,40.94,103.37,116.4732394,490,490,980,50,155205.3927,57120.62017,158.3728497,58.28634711,114904.7695,1124075.25,1113266.576,1102595.763,1092060.907,1081660.132,834340.0121,1053935.549,983445.218,1092254.066,1017336.653,1414537.775,1348767.374,1258000.341,1398549.876,1301265.887
11,2008,17274,7.85,413.4,548572,39480,970313,565.3557151,328045,181641,509686,94.10446017,26240,92.41,5,29,50,73,1,0,0,0,58578,18.92,9.54,26.4,3418.8,959.4,40.78,110.72,119.813873,449,499,948,47.3628692,149076.9741,52233.18132,157.2541921,55.09829253,134591.9902,1205858.445,1193819.02,1181933.812,1170200.719,1158617.666,836409.0463,1112853.288,1075107.617,1153946.295,1073547.008,1523102.182,1434150.489,1373526.779,1487417.803,1383257.43
11,2009,17274,13.955,222.6,549202,41378,973252,564.2957836,328603,184977,513580,94.4134719,25022,92.19,6,18,44,57,1,0,0,0,101497,15.71,12.23,20.6,3330.2,907.1,40.89,98.7,107.0615034,449,502,951,47.21345952,122070.1642,42126.516,128.3597942,44.29707255,148173.6773,1238243.967,1225374.306,1212666.386,1200118.121,1187727.448,832277.6191,1175675.629,1117887.603,1223533.549,1130025.883,1569664.16,1510252.923,1439096.272,1570980.612,1452336.589
11,2010,17274,15.8025,266.5,553529,43104,973325,568.6990471,327556,187146,514702,95.59459269,25171,94.08,2,19,56,69,0,1,0,0,70244,17.08,12.3,22,3187.7,803.3,41.27,114.28,121.4710884,459,510,969,47.36842105,73030.42947,31136.29434,75.36680028,32.1323987,122585.0274,1254362.601,1239679.422,1225192.546,1210899.32,1196797.127,741813.8896,1168560.281,1121106.861,1221644.871,1118043.814,1584214.589,1514481.07,1446266.037,1582252.555,1449997.356
11,2011,17274,18.31,318.5,555852,44678,978130,568.2802899,330201,191749,521950,99.38407475,24750,96.94,0,12,50,54,0,1,1,0,100567,13.36,12.31,17.3,3176.3,790.1,41.68,129.26,133.3402104,467,513,980,47.65306122,70323.06709,27697.5709,71.75823172,28.26282745,98669.44531,1247175.147,1231231.075,1215512.142,1200015.206,1184737.166,669764.0488,1169007.791,1046350.577,1228277.861,1112854.483,1582212.087,1515361.354,1359385.026,1590456.522,1444183.985
11,2012,17274,19.92,260.9,555018,45654,978638,567.1330972,331394,194375,525769,100.806487,23714,99.31,2,7,43,46,0,1,0,0,105101,15.4,15.24,21.797708,3024.755605,730.436508,42.07,138.55,139.5126372,464.144,509.054,973.198,47.69265864,61240.90986,21414.34555,62.92749252,22.00409942,78461.26211,1241510.169,1224055.869,1206868.545,1189944.192,1173278.862,592984.6387,1086664.475,983628.9769,1144187.377,1032223.244,1567709.383,1414852.581,1280560.662,1488016.718,1345557.479
11,2013,17274,22.515,382.7,549393,46264,960111,572.2182123,331439,195862,527301,101.3001168,23751,100.83,1,10,41,49,0,1,0,0,93624,16.64,11.14,22.22971,2952.608755,715.078798,42.51,138.45,137.3103243,466.7,509.71,976.41,47.79754406,72707.58844,35344.72539,74.46419889,36.19865158,82931.53112,1171012.631,1154194.392,1137638.774,1121341.817,1105299.616,516345.0197,1036663.986,898451.2521,1093688.524,982832.4212,1494607.843,1363001.763,1198546.345,1435519.863,1294466.017
11,2014,17274,20.85,317.6,550583,47685,956006,575.9200256,325443,197158,522601,101.784194,24112,100.63,1,5,39,43,0,0,0,0,102700,16.72,11.78,21.250404,3049.954108,751.046856,43.01,134.23,133.3896452,467,506,973,47.995889,93585.73941,44047.97983,96.18267154,45.27027732,99252.14818,1142380.41,1125813.94,1109516.446,1093483.731,1077711.659,467545.1571,974067.9665,854031.5105,1026415.394,924688.2968,1473375.447,1312209.137,1165377.84,1380410.46,1247810.021
11,2015,17274,16.605,337,554985,49339,950507,583.8831276,325565,199751,525316,100.0004344,24852,100,3,11,41,45,0,0,0,0,110140,16.34,13.82,23.953169,3201.269503,807.609531,43.48,119.06,119.06,469.19,508.484,977.674,47.99043444,65459.28622,34299.66293,66.95410353,35.0829243,111411.7574,1050321.833,1035059.263,1020045.893,1005277.808,990751.147,415518.6152,902410.1665,785114.0768,951404.6967,856238.3987,1385723.904,1241829.233,1101631.47,1307094.601,1180266.926
11,2016,17274,15.4125,361.5,565720,51225,953486,593.3175736,324678,202202,526880,98.65718947,26036,99.66,3,6,48,48,0,0,0,0,124873,19.7,10.38,1,0,0,43.97,113.52,113.9072848,479.165,504.74,983.905,48.70033184,65707.46924,39607.57617,66.78233085,40.25548825,115524.9257,978353.8955,964093.6205,950069.4324,936277.5484,922714.2408,408222.2626,835119.2645,705717.1157,880364.8167,792513.95,1322307.693,1184913.886,1007887.547,1247263.517,1126173.375
11,2017,17274,12.17,273,576638,52543,954811,603.9289451,323984,204438,528422,102.0179326,27486,101.69,3,6,58,57,0,0,0,0,142897,19.84,8.18,1,0,0,44.41,120.2,118.2023798,479.165,504.74,983.905,48.70033184,69053.91154,38344.71779,70.18351522,38.97197167,110101.5387,913595.2987,900422.9688,887470.7908,874735.1667,862212.5525,406816.5757,760656.6849,636364.0913,800250.105,723340.2418,1268614.237,1095128.426,927286.5342,1150165.671,1043212.478
11,2018,17274,11.08,541.6,585480,54296,964693,606.9081044,324206,207101,531307,104.9998703,28386,103.46,2,8,56,54,0,0,0,1,120083,19.78,8.07,1,0,0,44.83,126.83,122.58844,480,493,973,49.331963,57370.10042,44622.17286,58.96207648,45.86040376,120239.1124,825828.1908,814225.6314,802813.6516,791589.1467,780549.059,401800.5512,681006.9099,579231.1837,714795.1612,649077.1775,1175218.131,1010733.077,873834.4621,1058594.991,965457.4117
12,2006,10604,9.1625,849.1,605611,29299,1074862,563.4313986,369259,223728,592987,84.31248223,20269,86.29,4,17,76,84,0,0,0,0,0,19.68,12,1,0,0,44.59,104.41,120.998957,287,516,803,35.74097136,236082.4812,25097.45822,294.0005993,31.25461796,63407.24664,2678205.407,2650538.63,2623220.313,2596245.796,2569610.48,1884794.288,2508128.966,2390004.152,2607213.719,2413467.175,2840947.287,2713759.848,2585010.394,2821772.479,2610607.375
12,2007,10604,8.4175,921.2,634983,34339,1080138,587.8721052,370929,230799,601728,89.65744102,21634,88.75,3,23,67,77,0,0,0,0,76957,20.6,12.45,13.1,3561.7,366.9,44.93,105.75,119.1549296,325,497,822,39.5377129,324840.8573,31036.84389,395.1835247,37.75771763,74901.13368,2843589.661,2812999.848,2782807.244,2753006.552,2723592.546,1919839.565,2667044.926,2535329.066,2777850.204,2561426.27,3015362.352,2889187.888,2739865.81,3009775.471,2774291.942
12,2008,10604,8.5,1248.5,652452,38721,1085289,601.1781194,378150,238800,616950,94.10446017,22201,92.41,3,16,64,60,1,0,0,0,130866,18.92,9.54,14.8,3391.8,378.7,45.16,113.29,122.5949573,331,482,813,40.71340713,206225.5252,30518.39195,253.6599326,37.53799748,85038.09784,2887182.409,2853326.424,2819929.553,2786985.526,2754488.153,1700655.593,2690848.01,2480973.816,2813422.525,2574310.399,3068148.047,2921812.411,2693383.172,3054449.132,2795736.338
12,2009,10604,13.42,965.7,656118,41624,1084341,605.0845629,377820,243191,621011,94.4134719,20941,92.19,4,15,51,60,1,0,0,0,124890,15.71,12.23,16.7,3464.4,359.6,45.4,101.4,109.9902376,338,478,816,41.42156863,192848.1881,37218.7478,236.3335638,45.61121054,96934.55678,2902939.554,2866146.119,2829879.238,2794131.438,2758895.344,1545006.112,2624202.528,2480879.668,2750481.954,2504302.038,3093443.099,2869582.444,2705643.393,3006190.031,2739892.582
12,2010,10604,15.915,1188,664617,44362,1081487,614.5399806,375281,245529,620810,95.59459269,21125,94.08,3,14,44,52,0,1,0,0,93685,17.08,12.3,21.7,3378.8,343.6,45.73,117.32,124.702381,338,464,802,42.1446384,126559.2897,43179.18498,157.8046006,53.83938277,108963.4215,2772786.317,2735255.867,2698277.767,2661844.109,2625947.089,1314523.781,2557821.364,2320547.149,2694071.387,2428967.626,2981929.27,2821269,2561434.182,2968038.795,2682435.256
12,2011,10604,17.84,792.8,669925,46873,1077360,621.8209327,377055,250488,627543,99.38407475,20812,96.94,2,17,42,54,0,1,1,0,90069,13.36,12.31,17.7,3146.7,312.5,46.11,132.36,136.5380648,335,465,800,41.875,66323.6859,25493.8893,82.90460738,31.86736162,103554.376,2651945.714,2612153.103,2572988.622,2534442.686,2496505.842,1082683.733,2340459.892,1976206.629,2476078.5,2212560.573,2856661.195,2602023.073,2216038.288,2748328.207,2463963.907
12,2012,10604,21.8225,905.8,668931,48159,1068165,626.2431366,377130,253004,630134,100.806487,19954,99.31,5,12,41,43,0,1,0,0,115221,15.4,15.24,14.086319,3106.842315,279.672863,46.49,141.62,142.6039674,351.551,471.34,822.891,42.721454,124211.4553,22232.76563,150.9452106,27.01787434,88686.0664,2495379.45,2456296.992,2417862.149,2380064.623,2342894.266,976109.6459,2060893.951,1764903.602,2180416.719,1948224.458,2696426.833,2318161.743,2000992.524,2448604.098,2195097.598
12,2013,10604,24.1275,1351.8,661113,48774,1061756,622.6600085,375901,253866,629767,101.3001168,19518,100.83,0,8,58,58,0,1,0,0,107825,16.64,11.14,11.851592,3008.9647,282.368871,46.88,144.54,143.3501934,373.61,468.79,842.4,44.35066477,139391.4411,30133.12316,165.469422,35.77056406,76405.56477,2227369.522,2192931.602,2159067.514,2125768.143,2093024.508,808221.0957,1868996.971,1562035.202,1976937.624,1767374.849,2441323.073,2130497.237,1807346.866,2249603.129,2018242.862
12,2014,10604,21.1275,1112,660117,50269,1051229,627.9478591,366821,254921,621742,101.784194,19594,100.63,1,11,58,53,0,0,0,0,89983,16.72,11.78,9.809509,2975.443526,278.586836,47.36,138.87,138.0005962,386,469,855,45.14619883,137351.5266,20762.84021,160.6450604,24.28402364,71645.64903,2030674.214,1999558.224,1968968.558,1938896.722,1909334.349,746724.8902,1668146.025,1412261.088,1761552.498,1580206.933,2246001.66,1929314.295,1656701.638,2034694.103,1829993.427
12,2015,10604,19.11,1022,662094,52017,1042608,635.0363703,365395,257122,622517,100.0004344,20471,100,3,13,39,48,0,0,0,0,150710,16.34,13.82,10.72045,3140.94377,301.750084,47.87,125.26,125.26,385.551,473.14,858.691,44.89985338,46034.93572,25477.78723,53.61059534,29.67049524,74765.22212,1734469.115,1707415.859,1680818.04,1654668.304,1628959.405,606992.23,1430050.802,1233217.562,1512408.646,1352513.343,1962240.732,1695080.329,1477322.139,1790151.744,1605488.878
12,2016,10604,17.6075,1143.4,670205,53851,1034960,647.5660895,363905,259068,622973,98.65718947,20920,99.66,4,10,54,53,0,0,0,0,84793,19.7,10.38,1,0,0,48.34,118.04,118.4427052,384.471,466,850.471,45.20683245,35754.00892,32089.38182,42.04024466,37.73130633,76998.24504,1484304.714,1460553.461,1437203.795,1414249.192,1391683.223,518494.8118,1244307.219,973471.8816,1319529.804,1173599.034,1729022.113,1515619.087,1218906.85,1603887.162,1432567.214
12,2017,10604,13.7125,908,679893,55380,1028244,661.2175709,361867,260254,622121,102.0179326,21936,101.69,3,6,40,41,0,0,0,0,92298,19.84,8.18,1,0,0,48.76,125.4,123.3159603,385.101,466,851.101,45.24739132,33027.38449,28041.42691,38.80548194,32.94723764,83957.88794,1295144.741,1273609.678,1252448.46,1231654.835,1211222.649,482399.9683,987029.8285,815089.7584,1045581.642,931872.9624,1546375.516,1255597.524,1058212.813,1327067.688,1188226.206
12,2018,10604,13.6075,1352.2,689100,57057,1022800,673.7387564,360983,262405,623388,104.9998703,22709,103.46,1,10,40,38,0,0,0,1,82792,19.78,8.07,1,0,0,49.17,132.09,127.6725304,385,466,851,45.24089307,23463.18531,19625.74927,27.57131059,23.06198504,77924.98994,1024094.315,1007281.607,990752.4172,974502.1495,958526.2783,386183.3829,822251.1485,661464.4032,872082.3421,775304.2809,1273574.508,1080137.491,888319.6983,1142778.991,1021087.678
13,2006,5321,6.465,1043.6,353665,22033,572824,617.4060444,200060,137283,337343,84.31248223,21163,86.29,6,26,90,86,0,0,0,0,0,19.68,12,1,0,0,41.38,101.63,117.7772627,214,412,626,34.18530351,207152.0081,24474.43066,330.9137509,39.0965346,63522.49276,1538861.038,1523227.844,1507805.135,1492589.963,1477579.418,1065048.034,1416721.073,1364357.301,1469953.926,1365955.621,1738594.378,1631271.533,1557403.965,1694302.784,1571220.576
13,2007,5321,5.9625,1016.5,372945,25576,582138,640.6470631,201106,142654,343760,89.65744102,22390,88.75,7,25,62,77,0,0,0,0,65927,20.6,12.45,17.5,2898.9,363.6,41.6,103.32,116.4169014,214,402,616,34.74025974,154142.2535,31697.31333,250.230931,51.45667748,79801.28676,1575518.598,1558914.222,1542528.905,1526359.667,1510403.567,958815.4159,1491212.409,1391181.379,1552596.66,1432805.068,1784485.669,1712095.453,1591774.154,1783073.766,1644589.945
13,2008,5321,7.16,1537.2,383681,28099,589235,651.1510688,204682,147594,352276,94.10446017,22818,92.41,2,21,73,82,1,0,0,0,95278,18.92,9.54,17.5,2958.9,358.5,41.75,110.85,119.9545504,216,364,580,37.24137931,115673.926,29036.88088,199.4378035,50.06358772,83605.49115,1614374.058,1595587.64,1577062.086,1558793.675,1540778.736,960837.2198,1479031.678,1386137.424,1544239.057,1417020.488,1822564.351,1704649.478,1595881.94,1779439.031,1633542.584
13,2009,5321,12,1179.1,386872,29686,592250,653.2241452,205057,149535,354592,94.4134719,21795,92.19,5,18,66,72,1,0,0,0,87946,15.71,12.23,20.9,3147.4,340.5,41.98,98.68,107.0398091,220,349,569,38.66432337,98353.0386,40333.22706,172.8524404,70.88440607,99231.47004,1586910.343,1567217.609,1547804.083,1528665.768,1509798.72,910625.935,1456767.715,1362166.396,1526385.539,1390700.816,1809242.754,1702650.567,1589733.191,1782348.687,1627021.046
13,2010,5321,13.7,1263.1,392788,31102,593121,662.2392395,204508,150677,355185,95.59459269,21772,94.08,5,21,55,60,0,1,0,0,76804,17.08,12.3,22.7,2989.3,297.7,42.33,114.57,121.7793367,220,349,569,38.66432337,65733.8622,47620.89437,115.5252411,83.69225725,115034.4773,1534488.204,1513773.844,1493366.222,1473260.82,1453453.179,845330.0898,1400656.93,1175642.478,1474239.694,1331041.711,1781952.312,1671293.284,1424679.069,1755396.328,1591693.242
13,2011,5321,15.3,842.2,396749,32314,593861,668.0839456,206011,153092,359103,99.38407475,21338,96.94,3,15,40,50,0,1,1,0,55927,13.36,12.31,22.9,2951.4,282.1,42.73,129.77,133.8663091,219,349,568,38.55633803,27842.48892,25825.06308,49.0184664,45.46666036,111229.5708,1443227.164,1421687.909,1400486.28,1379617.068,1359075.137,625016.2209,1179972.117,1091052.237,1243262.324,1119934.62,1691534.97,1449853.04,1339037.336,1524002.782,1379487.346
13,2012,5321,17.7925,1099.3,397546,32964,591888,671.6574757,206886,154407,361293,100.806487,20585,99.31,1,18,43,47,0,1,0,0,72051,15.4,15.24,16.960827,2722.946523,256.738419,43.15,142.16,143.1477193,229.553,344.094,573.647,40.01642125,32413.58861,25964.59888,56.50441581,45.26232836,97008.26766,1225446.007,1206975.996,1188786.263,1170872.772,1153231.538,461425.457,1101644.781,979903.874,1166790.202,1040103.285,1479234.166,1370634.777,1226578.924,1446937.038,1298467.849
13,2013,5321,20.4475,1372.5,394712,33392,588656,670.5308363,206810,154930,361740,101.3001168,20159,100.83,0,6,40,41,0,1,0,0,60261,16.64,11.14,19.166325,2640.47289,242.181205,43.62,143.98,142.7948031,229.55,345.33,574.88,39.93007236,59102.5972,34852.87196,102.8085813,60.62634281,85100.56944,1175851.324,1157130.668,1138714.482,1120598.136,1102777.063,374753.8042,1019408.394,913225.7583,1082170.218,960326.714,1437177.551,1296002.814,1177287.219,1370163.009,1226056.332
13,2014,5321,19.4175,1151.6,396115,34446,585179,676.9125345,202738,155503,358241,101.784194,20568,100.63,3,6,38,41,0,0,0,0,54888,16.72,11.78,20.648023,2718.346378,248.711992,44.13,138.1,137.2354169,229,345,574,39.89547038,65685.05127,27914.94326,114.4338872,48.63230533,87007.15854,1100246.822,1082322.878,1064705.277,1047389.151,1030369.699,330474.9134,960646.2944,742995.874,1021855.24,903286.7046,1363682.753,1247341.469,1008752.702,1321288.307,1177874.362
13,2015,5321,17.6475,1096,399689,35478,582206,686.5078683,202685,156753,359438,100.0004344,21122,100,2,12,42,50,0,0,0,0,90249,16.34,13.82,24.162779,2950.038685,285.595636,44.66,122.97,122.97,257.863,329.224,587.087,43.92245102,116434,21150,198.3249501,36.02532504,81979.34262,1092327.814,1074940.021,1057867.369,1041104.491,1024646.108,353174.1253,844569.9565,671857.4333,891981.1319,800117.0335,1359978.64,1126161.648,933043.6231,1186857.645,1069097.741
13,2016,5321,14.9075,1163,406411,36723,580295,700.352407,202129,157900,360029,98.65718947,21905,99.66,1,9,32,35,0,0,0,0,75187,19.7,10.38,1,0,0,45.17,115.45,115.8438692,257.863,324.684,582.547,44.2647546,40987.90595,26601.20376,70.35982668,45.66361815,74137.71527,895864.0838,882143.9416,868666.4633,855427.5135,842423.0202,328868.7077,699408.1906,570892.4317,736704.6637,664342.5398,1171227.525,981971.8603,827028.5374,1033099.378,933806.994
13,2017,5321,13.565,1193,414198,37865,580229,713.852634,201914,158940,360854,102.0179326,22767,101.69,0,9,29,35,0,0,0,0,72823,19.84,8.18,1,0,0,45.64,121.72,119.6971187,257.863,320.454,578.317,44.58852152,16982.35473,22340.19003,29.36513147,38.62966164,68721.82972,723985.0131,713101.2409,702402.3815,691885.3265,681547.0155,314609.6316,576456.9378,480014.0609,606916.4807,547726.4016,1001654.968,849810.5114,729158.2,894020.9564,808072.7486
13,2018,5321,10.675,1361.1,421167,39225,581078,724.8028664,202275,160421,362696,104.9998703,23646,103.46,1,6,32,35,0,0,0,1,76811,19.78,8.07,1,0,0,46.06,128.58,124.2799149,258,320,578,44.6366782,9624.510577,27961.93931,16.65140238,48.37705763,75403.12164,592216.7725,583311.9281,574552.3096,565935.5412,557459.2834,289228.6191,480038.2902,398036.6644,505858.4012,455618.3762,870400.751,752161.4859,636532.1223,791793.3369,714703.7756
14,2006,8050,6.8425,429,110845,4751,168638,657.2955087,64301,36739,101040,84.31248223,16987,86.29,1,14,8,21,0,0,0,0,0,19.68,12,1,0,0,44.21,102.12,118.3451153,89,343,432,20.60185185,82007.79008,10840.81014,189.8328474,25.09446792,29918.68251,290303.1397,287454.2083,284647.7109,281883.0059,279159.4605,201407.1705,266281.413,242240.9404,275802.0684,257257.4219,362637.3026,337534.6341,308490.0529,349786.7521,325912.0013
